,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
125718,63422,Zsuzsa Kovcs,F,18.0,168.0,60.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
125875,63500,"Kristina Ann ""Kristy"" Kowal",F,21.0,182.0,66.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Silver
125882,63504,Birgit Kowalczik,F,16.0,180.0,66.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,
125883,63504,Birgit Kowalczik,F,16.0,180.0,66.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,
126064,63576,Oga Koziov (-Gubzov),F,17.0,171.0,68.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
126065,63576,Oga Koziov (-Gubzov),F,17.0,171.0,68.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,
126220,63643,Adzo Rebecca Kpossi,F,13.0,158.0,53.0,Togo,TOG,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
126221,63643,Adzo Rebecca Kpossi,F,17.0,158.0,53.0,Togo,TOG,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
126259,63665,Anna Sofia Kraft (-Sjstrm),F,18.0,170.0,66.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,
126260,63665,Anna Sofia Kraft (-Sjstrm),F,18.0,170.0,66.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,
126360,63721,Nicole Kramer,F,14.0,153.0,50.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,
126426,63749,Anastasiya Sergeyevna Krapivina,F,21.0,170.0,56.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
126552,63819,Angelika Kraus,F,18.0,178.0,65.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,
126553,63819,Angelika Kraus,F,18.0,178.0,65.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
126554,63819,Angelika Kraus,F,18.0,178.0,65.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
126555,63819,Angelika Kraus,F,22.0,178.0,65.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
126556,63819,Angelika Kraus,F,22.0,178.0,65.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
126588,63840,Barbara Krause (-Wanja),F,21.0,180.0,68.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Gold
126589,63840,Barbara Krause (-Wanja),F,21.0,180.0,68.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Gold
126590,63840,Barbara Krause (-Wanja),F,21.0,180.0,68.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
126620,63857,Roswitha Krause,F,18.0,175.0,74.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
126621,63857,Roswitha Krause,F,18.0,175.0,74.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
126879,63968,Mitzi Patricia Kremer (-Tighe),F,20.0,178.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
126880,63968,Mitzi Patricia Kremer (-Tighe),F,20.0,178.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
126881,63968,Mitzi Patricia Kremer (-Tighe),F,20.0,178.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
126954,64008,Lena Kreundl,F,18.0,174.0,69.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
127015,64039,Marianne Kriel,F,20.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
127016,64039,Marianne Kriel,F,20.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
127017,64039,Marianne Kriel,F,20.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
127018,64039,Marianne Kriel,F,20.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
127019,64039,Marianne Kriel,F,20.0,,,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
127020,64039,Marianne Kriel,F,24.0,,,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
127021,64039,Marianne Kriel,F,24.0,,,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,Bronze
127022,64039,Marianne Kriel,F,24.0,,,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
127023,64039,Marianne Kriel,F,24.0,,,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
127103,64079,Dorrit Gosmer Kristensen (-Nrbge),F,22.0,171.0,70.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
127169,64114,Kolbrn r Kristjnsdttir,F,17.0,174.0,64.0,Iceland,ISL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
127170,64114,Kolbrn r Kristjnsdttir,F,17.0,174.0,64.0,Iceland,ISL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
127171,64114,Kolbrn r Kristjnsdttir,F,21.0,174.0,64.0,Iceland,ISL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
127371,64214,Trine Krogh (-Lefvre-),F,17.0,163.0,52.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,
127372,64214,Trine Krogh (-Lefvre-),F,17.0,163.0,52.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,
127453,64249,Ranomi Kromowidjojo,F,17.0,180.0,72.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
127454,64249,Ranomi Kromowidjojo,F,17.0,180.0,72.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
127455,64249,Ranomi Kromowidjojo,F,17.0,180.0,72.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
127456,64249,Ranomi Kromowidjojo,F,17.0,180.0,72.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
127457,64249,Ranomi Kromowidjojo,F,21.0,180.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Gold
127458,64249,Ranomi Kromowidjojo,F,21.0,180.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Gold
127459,64249,Ranomi Kromowidjojo,F,21.0,180.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
127460,64249,Ranomi Kromowidjojo,F,21.0,180.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
127461,64249,Ranomi Kromowidjojo,F,25.0,180.0,72.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
127462,64249,Ranomi Kromowidjojo,F,25.0,180.0,72.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
127463,64249,Ranomi Kromowidjojo,F,25.0,180.0,72.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
127626,64338,Nadia Krger,F,16.0,171.0,69.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,
127627,64338,Nadia Krger,F,16.0,171.0,69.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,
127648,64349,Olena Yevhenivna Kruhlova (-Sydorenko),F,18.0,171.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke,
127649,64349,Olena Yevhenivna Kruhlova (-Sydorenko),F,18.0,171.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,
127650,64349,Olena Yevhenivna Kruhlova (-Sydorenko),F,18.0,171.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
127749,64398,"Pamela Jean ""Pam"" Kruse",F,18.0,165.0,59.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
127750,64398,"Pamela Jean ""Pam"" Kruse",F,18.0,165.0,59.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,Silver
127982,64492,Kuan Chia-Hsien,F,15.0,166.0,43.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
127983,64492,Kuan Chia-Hsien,F,15.0,166.0,43.0,Chinese Taipei,TPE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
127999,64503,Marcela Kubalkov,F,23.0,175.0,66.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
128000,64503,Marcela Kubalkov,F,23.0,175.0,66.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
128001,64503,Marcela Kubalkov,F,23.0,175.0,66.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
128002,64503,Marcela Kubalkov,F,23.0,175.0,66.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
128196,64559,Marina Ku,F,19.0,177.0,67.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
128197,64559,Marina Ku,F,19.0,177.0,67.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,
128198,64559,Marina Ku,F,23.0,177.0,67.0,Montenegro,MNE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
128297,64594,Yulduz Kuchkarova,F,18.0,176.0,64.0,Uzbekistan,UZB,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
128678,64780,Yolane Nicole Kukla,F,16.0,168.0,61.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
128691,64786,Ariana Kukors,F,23.0,170.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
128850,64856,Leonie Kullmann,F,16.0,175.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
128955,64924,Naoko Kume,F,21.0,170.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,
128956,64924,Naoko Kume,F,21.0,170.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
129175,65031,Ingrid Knzel (-Reinhardt),F,18.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,
129176,65031,Ingrid Knzel (-Reinhardt),F,18.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
129238,65059,Ursula Kper (-Stille),F,22.0,180.0,75.0,Germany,GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
129239,65059,Ursula Kper (-Stille),F,26.0,180.0,75.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,
129256,65065,Magdalena Kupiec (-Szuter),F,15.0,160.0,53.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
129257,65065,Magdalena Kupiec (-Szuter),F,15.0,160.0,53.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
129465,65174,Fumie Kurotori,F,20.0,158.0,49.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
129466,65174,Fumie Kurotori,F,20.0,158.0,49.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,
129858,65377,Svetlana Kuzmina,F,19.0,176.0,71.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke,
129859,65377,Svetlana Kuzmina,F,19.0,176.0,71.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,
130039,65454,Dijana Kvesi,F,19.0,,,Bosnia and Herzegovina,BIH,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
130152,65502,Irene Anita Kam Ngor Kwok,F,18.0,,,Hong Kong,HKG,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
130218,65538,Tanja Kylliinen,F,23.0,155.0,57.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
130219,65538,Tanja Kylliinen,F,23.0,155.0,57.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
130234,65544,Kristna Kynrov,F,17.0,175.0,60.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
130235,65544,Kristna Kynrov,F,17.0,175.0,60.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
130236,65544,Kristna Kynrov,F,17.0,175.0,60.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
130237,65544,Kristna Kynrov,F,17.0,175.0,60.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
130238,65544,Kristna Kynrov,F,25.0,175.0,60.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
130276,65564,Olha Oleksandrivna Kyrychenko (-Pankratova),F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
130277,65564,Olha Oleksandrivna Kyrychenko (-Pankratova),F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
130278,65564,Olha Oleksandrivna Kyrychenko (-Pankratova),F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
130575,65742,Ethel Minnie Lackie (-Watkins),F,17.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 100 metres Freestyle,Gold
130576,65742,Ethel Minnie Lackie (-Watkins),F,17.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
130579,65744,Anne Susanna Lackman,F,22.0,177.0,64.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
130580,65744,Anne Susanna Lackman,F,22.0,177.0,64.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
130590,65751,Diane Lacombe,F,15.0,172.0,63.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
130612,65762,Audrey Lacroix,F,24.0,163.0,53.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
130613,65762,Audrey Lacroix,F,24.0,163.0,53.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
130614,65762,Audrey Lacroix,F,24.0,163.0,53.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
130615,65762,Audrey Lacroix,F,24.0,163.0,53.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
130616,65762,Audrey Lacroix,F,28.0,163.0,53.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,
130617,65762,Audrey Lacroix,F,32.0,163.0,53.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
130637,65772,Larisa Elena Lcus,F,16.0,180.0,74.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
130638,65772,Larisa Elena Lcus,F,16.0,180.0,74.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,
130639,65772,Larisa Elena Lcus,F,24.0,180.0,74.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,
130640,65772,Larisa Elena Lcus,F,24.0,180.0,74.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
130668,65783,Jrat Ladaviit,F,15.0,176.0,62.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
130669,65783,Jrat Ladaviit,F,15.0,176.0,62.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,
130673,65786,"Cornelia ""Corrie"" Ladd (-Voogd, -Bakhuizen)",F,16.0,175.0,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
130674,65786,"Cornelia ""Corrie"" Ladd (-Voogd, -Bakhuizen)",F,16.0,175.0,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
130826,65863,"Catharina Bernadetta Jacoba ""Tineke"" Lagerberg",F,19.0,150.0,55.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 400 metres Freestyle,Bronze
130827,65863,"Catharina Bernadetta Jacoba ""Tineke"" Lagerberg",F,19.0,150.0,55.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
131142,66006,Alexus Lucienne Laird,F,23.0,172.0,61.0,Seychelles,SEY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
131151,66011,"Susanne E. ""Susan"" Laird (-Scavey)",F,19.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,
131152,66011,"Susanne E. ""Susan"" Laird (-Scavey)",F,19.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
131194,66026,Sarra Lajnef,F,22.0,179.0,65.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
131236,66049,Gyngyvr Lakos,F,19.0,173.0,58.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
131237,66049,Gyngyvr Lakos,F,23.0,173.0,58.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,
131238,66049,Gyngyvr Lakos,F,23.0,173.0,58.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
131301,66082,Ann Lallande,F,15.0,165.0,52.0,Puerto Rico,PUR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,
131302,66082,Ann Lallande,F,15.0,165.0,52.0,Puerto Rico,PUR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Freestyle,
131303,66082,Ann Lallande,F,15.0,165.0,52.0,Puerto Rico,PUR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,
131338,66101,"King-Teng ""Nathalie"" Lam",F,19.0,,,Mauritius,MRI,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
131404,66136,Adelaide T. Lambert (-Ballard),F,20.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
131581,66223,Catherine Clara LaMore (-Walker),F,22.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
131667,66264,Robyn Lamsam,F,14.0,,,Hong Kong,HKG,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
131668,66264,Robyn Lamsam,F,14.0,,,Hong Kong,HKG,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
131669,66264,Robyn Lamsam,F,14.0,,,Hong Kong,HKG,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
131670,66264,Robyn Lamsam,F,14.0,,,Hong Kong,HKG,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
131740,66298,"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,19.0,162.0,57.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,Silver
131770,66313,Olga Eduardovna Landik,F,16.0,169.0,57.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
131876,66368,Ngaire Lane (-Galloway),F,22.0,,,New Zealand,NZL,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
131896,66379,Patrizia Lanfredini,F,15.0,170.0,50.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
131973,66419,"Joan Marjorie Langdon (-Parnell, -McLagan)",F,13.0,,,Canada,CAN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 200 metres Breaststroke,
132036,66448,Jutta Langenau (Gromann-),F,23.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Butterfly,
132053,66460,Sylvia Langer,F,18.0,166.0,62.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
132054,66460,Sylvia Langer,F,18.0,166.0,62.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
